tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***43419,20120106,210,PARK FAIL TO DISPLAY RECEIPT,30,2053,NR,32 STEWART ST,,,ON
***14885,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2054,AT,205 MORNINGSIDE AVE,,,ON
***18994,20120106,337,PARK - ON BOULEVARD,50,2054,OPP,344 GEARY AVE,,,ON
***18995,20120106,337,PARK - ON BOULEVARD,50,2054,OPP,344 GEARY AVE,,,ON
***04800,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2054,NR,814 COLLEGE ST,,,ON
***15716,20120106,82,PARK-PASSENGER/FREIGHT LOADING,40,2054,NR,3 PHIPPS ST,,,ON
***25030,20120106,2,PARK OVER 3 HOURS,15,2054,OPP,77 DENTONIA PARK AVE,,,ON
***25031,20120106,2,PARK OVER 3 HOURS,15,2054,OPP,81 DENTONIA PARK AVE,,,ON
***34570,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2054,NR,575 CHURCH ST,,,ON
***43420,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2054,NR,32 STEWART ST,,,ON
***18996,20120106,337,PARK - ON BOULEVARD,50,2055,OPP,344 GEARY AVE,,,CA
***22311,20120106,29,PARK PROHIBITED TIME NO PERMIT,30,2055,NR,2 CAWTHRA SQ,,,ON
***83596,20120106,347,PARK IN A FIRE ROUTE,250,2055,NR,5 MARINER TER,,,ON
***97400,20120106,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,2055,NR,131 BLOOR ST W,,,ON
***05828,20120106,210,PARK FAIL TO DISPLAY RECEIPT,30,2055,NR,19 TORONTO ST,,,ON
***07129,20120106,210,PARK FAIL TO DISPLAY RECEIPT,30,2055,OPP,65 LILLIAN ST,,,ON
***07130,20120106,210,PARK FAIL TO DISPLAY RECEIPT,30,2055,OPP,65 LILLIAN ST,,,ON
***25032,20120106,2,PARK OVER 3 HOURS,15,2055,OPP,81 DENTONIA PARK AVE,,,ON
***27637,20120106,5,PARK HWY AT PROHIB TIME/DAY,40,2055,NR,77 BURNETT AVE,,,OR
***43421,20120106,210,PARK FAIL TO DISPLAY RECEIPT,30,2055,NR,32 STEWART ST,,,ON
***95236,20120106,8,STD VEH HWY PROHIB TIME/DAY,60,2056,N/S,PATON RD,W/O,WADE AVE,ON
***18997,20120106,337,PARK - ON BOULEVARD,50,2056,OPP,344 GEARY AVE,,,ON
***18998,20120106,337,PARK - ON BOULEVARD,50,2056,OPP,344 GEARY AVE,,,ON
***22312,20120106,29,PARK PROHIBITED TIME NO PERMIT,30,2056,NR,2 CAWTHRA SQ,,,ON
***04801,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2056,NR,792 COLLEGE ST,,,ON
***05433,20120106,9,STOP HWY PROHIBITED TIME/DAY,60,2056,NR,207 WELLESLEY ST E,,,ON
***25033,20120106,2,PARK OVER 3 HOURS,15,2056,OPP,85 DENTONIA PARK AVE,,,ON
***27638,20120106,5,PARK HWY AT PROHIB TIME/DAY,40,2056,NR,73 BURNETT AVE,,,ON
***36112,20120106,5,PARK HWY AT PROHIB TIME/DAY,40,2056,NR,272 RIDLEY BLVD,,,ON
***43422,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2056,NR,32 STEWART ST,,,ON
***18999,20120106,30,STOP ON/OVER SIDEWALK/FOOTPATH,60,2057,OPP,344 GEARY AVE,,,ON
***83973,20120106,15,PARK 3M OF FIRE HYDRANT,100,2057,NR,99 ERSKINE AVE,,,ON
***04802,20120106,210,PARK FAIL TO DISPLAY RECEIPT,30,2057,NR,784 COLLEGE ST,,,ON
***25034,20120106,2,PARK OVER 3 HOURS,15,2057,OPP,85 DENTONIA PARK AVE,,,ON
***25035,20120106,2,PARK OVER 3 HOURS,15,2057,OPP,85 DENTONIA PARK AVE,,,ON
***27639,20120106,5,PARK HWY AT PROHIB TIME/DAY,40,2057,NR,73 BURNETT AVE,,,ON
***43423,20120106,210,PARK FAIL TO DISPLAY RECEIPT,30,2057,NR,52 STEWART ST,,,ON
***05434,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2058,NR,516 PARLIAMENT ST,,,ON
***27640,20120106,5,PARK HWY AT PROHIB TIME/DAY,40,2058,NR,69 BURNETT AVE,,,ON
***43424,20120106,210,PARK FAIL TO DISPLAY RECEIPT,30,2058,NR,56 STEWART ST,,,ON
***38221,20120106,134,PARK IN PUBLIC LANE,30,2059,R/O,510 QUEEN ST W,,,ON
***96476,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2059,AT,1090 THE QUEENSWAY,,,ON
***27641,20120106,5,PARK HWY AT PROHIB TIME/DAY,40,2059,NR,69 BURNETT AVE,,,ON
***43425,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2059,NR,56 STEWART ST,,,ON
***33941,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2100,,5 BELLEVUE CR,,,ON
***93808,20120106,312,PARKING MACH-NOT USED/NO FEE  ,30,2100,,13 ISABELLA ST,,,ON
***28612,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2100,,388 RICHMOND ST W,,,ON
***96477,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2100,AT,1090 THE QUEENSWAY,,,ON
***42090,20120106,9,STOP HWY PROHIBITED TIME/DAY,60,2100,NR,164 BROCK AVE,,,ON
***96478,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2101,AT,1090 THE QUEENSWAY,,,ON
***96479,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2101,AT,1090 THE QUEENSWAY,,,ON
***25036,20120106,2,PARK OVER 3 HOURS,15,2101,NR,132 DENTONIA PARK AVE,,,ON
***25037,20120106,2,PARK OVER 3 HOURS,15,2101,NR,132 DENTONIA PARK AVE,,,ON
***27372,20120106,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,2101,NR,1567 EGLINTON AVE W,,,ON
***33942,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2102,,5 BELLEVUE CR,,,ON
***96480,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2102,AT,1090 THE QUEENSWAY,,,ON
***25038,20120106,2,PARK OVER 3 HOURS,15,2102,NR,132 DENTONIA PARK AVE,,,ON
***34571,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2102,NR,105 ISABELLA ST,,,ON
***42091,20120106,16,PARK 9M OF INTERSCTING HIGHWAY,40,2102,NR,1 HICKSON ST,,,ON
***96481,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2103,AT,1090 THE QUEENSWAY,,,ON
***96482,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2103,AT,1090 THE QUEENSWAY,,,ON
***05435,20120106,82,PARK-PASSENGER/FREIGHT LOADING,40,2103,NR,20 CARLTON ST,,,ON
***25039,20120106,2,PARK OVER 3 HOURS,15,2103,NR,132 DENTONIA PARK AVE,,,ON
***75094,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2104,R/O,480 DANFORTH AVE,,,ON
***96483,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2104,AT,1090 THE QUEENSWAY,,,ON
***96484,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2104,AT,1090 THE QUEENSWAY,,,ON
***42092,20120106,16,PARK 9M OF INTERSCTING HIGHWAY,40,2104,NR,268 BROCK AVE,,,ON
***13528,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2105,OPP,18 WIDMER ST,,,ON
***13529,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2105,OPP,18 WIDMER ST,,,ON
***67715,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2105,NR,71 DUNCAN ST,,,ON
***83597,20120106,8,STD VEH HWY PROHIB TIME/DAY,60,2105,E/S,BLUE JAYS WAY,S/O,WELLINGTON ST W,ON
***96485,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2105,AT,1090 THE QUEENSWAY,,,ON
***27373,20120106,2,PARK-LONGER THAN 3 HOURS,15,2105,E/S,ALAMEDA AVE,S/O,BUDE ST,ON
***18326,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2106,AT,249 QUEENS QUAY W,,,ON
***13530,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2106,OPP,470 KING ST W,,,ON
***67716,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2106,NR,71 DUNCAN ST,,,ON
***75095,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2106,R/O,480 DANFORTH AVE,,,ON
***96486,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2106,AT,1090 THE QUEENSWAY,,,ON
***27374,20120106,2,PARK-LONGER THAN 3 HOURS,15,2106,E/S,ALAMEDA AVE,S/O,BUDE ST,ON
***42093,20120106,8,STAND VEH-HWY-PROH TIME/DAYS,60,2106,NR,1569 DUNDAS ST W,,,ON
***13531,20120106,210,PARK FAIL TO DISPLAY RECEIPT,30,2107,OPP,470 KING ST W,,,ON
***75096,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2107,R/O,480 DANFORTH AVE,,,ON
***83974,20120106,5,PARK-HWY DRNG PROH TIMES/DAYS,40,2107,NR,2480 YONGE ST,,,ON
***27375,20120106,2,PARK-LONGER THAN 3 HOURS,15,2107,E/S,ALAMEDA AVE,S/O,BUDE ST,ON
***77632,20120106,29,PARK PROHIBITED TIME NO PERMIT,30,2108,NR,99 PEMBROKE ST,,,ON
***67717,20120106,210,PARK FAIL TO DISPLAY RECEIPT,30,2108,NR,214 ADELAIDE ST W,,,ON
***96487,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2108,AT,1090 THE QUEENSWAY,,,ON
***27376,20120106,2,PARK-LONGER THAN 3 HOURS,15,2108,E/S,ALAMEDA AVE,S/O,BUDE ST,ON
***36113,20120106,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,2108,NR,671 LAWRENCE AVE W,,,ON
***43426,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2108,AT,75 PORTLAND ST,,,ON
***77633,20120106,29,PARK PROHIBITED TIME NO PERMIT,30,2109,NR,53 PEMBROKE ST,,,ON
***75097,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2109,R/O,480 DANFORTH AVE,,,ON
***05436,20120106,82,PARK-PASSENGER/FREIGHT LOADING,40,2109,NR,7 HAYDEN ST,,,ON
***27377,20120106,2,PARK-LONGER THAN 3 HOURS,15,2109,E/S,ALAMEDA AVE,S/O,BUDE ST,ON
***18327,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2110,AT,249 QUEENS QUAY W,,,ON
***95237,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2110,AT,399 KEELE ST,,,ON
***13532,20120106,210,PARK FAIL TO DISPLAY RECEIPT,30,2110,OPP,299 KING ST W,,,ON
***83598,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2110,N/S,KING ST W,W/O,BLUE JAYS WAY,MB
***27378,20120106,2,PARK-LONGER THAN 3 HOURS,15,2110,E/S,ALAMEDA AVE,S/O,BUDE ST,ON
***27379,20120106,2,PARK-LONGER THAN 3 HOURS,15,2110,E/S,ALAMEDA AVE,S/O,BUDE ST,ON
***22313,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2111,NR,200 ROEHAMPTON AVE,,,ON
***96037,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2111,NR,1 ROEHAMPTON AVE,,,ON
***15717,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2111,NR,418 DUNDAS ST W,,,ON
***36697,20120106,29,PARK PROHIBITED TIME NO PERMIT,30,2111,NR,95 PEMBROKE ST,,,ON
***75098,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2112,R/O,480 DANFORTH AVE,,,ON
***95238,20120106,337,PARK - ON BOULEVARD,50,2113,AT,395 KEELE ST,,,ON
***38222,20120106,363,PARK ON-STRT DISABLD NO PERMIT,450,2113,NR,55 STEWART ST,,,ON
***33943,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2114,,1025 SCARLETT RD,,,ON
***93809,20120106,312,PARKING MACH-NOT USED/NO FEE  ,30,2114,,15 PRICE ST,,,ON
***13533,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2114,OPP,270 KING ST W,,,ON
***11186,20120106,192,STAND SIGNED TRANSIT STOP,60,2114,NR,1971 QUEEN ST E,,,ON
***25040,20120106,5,PARK-HWY DRNG PROH TIMES/DAYS,40,2114,NR,2708 DANFORTH AVE,,,ON
***13534,20120106,210,PARK FAIL TO DISPLAY RECEIPT,30,2115,OPP,270 KING ST W,,,ON
***83599,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2115,AT,438 KING ST W,,,ON
***33944,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2116,,1025 SCARLETT RD,,,ON
***05437,20120106,192,STAND SIGNED TRANSIT STOP,60,2116,NR,584 PARLIAMENT ST,,,ON
***93810,20120106,312,PARKING MACH-NOT USED/NO FEE  ,30,2117,,15 PRICE ST,,,ON
***77634,20120106,82,PARK-PASSENGER/FREIGHT LOADING,40,2117,NR,178 VICTORIA ST,,,ON
***13535,20120106,210,PARK FAIL TO DISPLAY RECEIPT,30,2117,OPP,214 KING ST W,,,ON
***67718,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2117,NR,225 RICHMOND ST W,,,ON
***75099,20120106,5,PARK-HWY DRNG PROH TIMES/DAYS,40,2117,NR,544 DANFORTH AVE,,,ON
***05438,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2117,NR,51 WINCHESTER ST,,,ON
***13536,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2118,OPP,214 KING ST W,,,ON
***83600,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2118,AT,438 KING ST W,,,ON
***90236,20120106,2,PARK OVER 3 HOURS,15,2118,OPP,44 MCCLURE CRES,,,ON
***11187,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2118,NR,40 HAMMERSMITH AVE,,,ON
***77635,20120106,8,STD VEH HWY PROHIB TIME/DAY,60,2119,NR,227 VICTORIA ST,,,ON
***13537,20120106,210,PARK FAIL TO DISPLAY RECEIPT,30,2119,OPP,214 KING ST W,,,ON
***75100,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2119,NR,785 CARLAW AVE,,,ON
***27380,20120106,2,PARK-LONGER THAN 3 HOURS,15,2119,W/S,FLANDERS RD,S/O,EGLINTON AVE W,ON
***33778,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2119,NR,66 CAROLINE AVE,,,ON
***13538,20120106,210,PARK FAIL TO DISPLAY RECEIPT,30,2120,OPP,214 KING ST W,,,ON
***22314,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2120,NR,1 ROEHAMPTON AVE,,,ON
***38223,20120106,192,STAND SIGNED TRANSIT STOP,60,2120,NR,718 QUEEN ST W,,,CA
***67719,20120106,5,PARK-HWY DRNG PROH TIMES/DAYS,40,2120,NR,296 RICHMOND ST W,,,PA
***75101,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2120,NR,785 CARLAW AVE,,,ON
***22102,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2121,,101 KENDLETON DR,,,ON
***13539,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2121,OPP,214 KING ST W,,,ON
***67720,20120106,5,PARK-HWY DRNG PROH TIMES/DAYS,40,2121,NR,296 RICHMOND ST W,,,ON
***96038,20120106,5,PARK-HWY DRNG PROH TIMES/DAYS,40,2121,NR,530 EGLINTON AVE W,,,ON
***22103,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2122,,101 KENDLETON DR,,,ON
***75102,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2122,NR,799 CARLAW AVE,,,ON
***90237,20120106,2,PARK OVER 3 HOURS,15,2122,OPP,35 MCCLURE CRES,,,ON
***13906,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2122,AT,710 HUMBERWOOD BLVD,,,ON
***36114,20120106,347,PARK IN A FIRE ROUTE,250,2122,NR,3401 DUFFERIN ST,,,ON
***75103,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2123,NR,799 CARLAW AVE,,,ON
***13907,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2123,AT,710 HUMBERWOOD BLVD,,,ON
***27381,20120106,2,PARK-LONGER THAN 3 HOURS,15,2123,N/S,OLD FOREST HILL RD,E/O,GLENARDEN RD,ON
***13540,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2124,NR,270 KING ST W,,,ON
***13908,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2124,AT,710 HUMBERWOOD BLVD,,,ON
***27382,20120106,2,PARK-LONGER THAN 3 HOURS,15,2124,N/S,OLD FOREST HILL RD,E/O,GLENARDEN RD,ON
***34572,20120106,29,PARK PROHIBITED TIME NO PERMIT,30,2124,NR,113 MC GILL ST,,,ON
***13909,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2125,AT,710 HUMBERWOOD BLVD,,,ON
***13541,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2126,NR,270 KING ST W,,,ON
***05829,20120106,8,STD VEH HWY PROHIB TIME/DAY,60,2126,NR,106 EDWARD ST,,,AB
***15718,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2126,NR,20 EDWARD ST,,,ON
***23477,20120106,15,PARK 3M OF FIRE HYDRANT,100,2127,,3018 DUNDAS ST W,,,ON
***13542,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2127,NR,270 KING ST W,,,TX
***15719,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2127,NR,20 EDWARD ST,,,ON
***36115,20120106,347,PARK IN A FIRE ROUTE,250,2127,NR,3401 DUFFERIN ST,,,ON
***38316,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2128,,58 WATERTON RD,,,ON
***33779,20120106,29,PARK PROHIBITED TIME NO PERMIT,30,2128,NR,1 VANCOUVER AVE,,,ON
***35750,20120106,49,FAIL TO PARK/STOP PARA RTHD HW,15,2128,NR,352 MCROBERTS AVE,,,ON
***96488,20120106,2,PARK LONGER THAN 3 HOURS,15,2130,NR,11 FOCH AVE,,,ON
***22104,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2131,,31 PITTSBORO DR,,,ON
***95239,20120106,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,2131,NR,1707 ST CLAIR AVE W,,,ON
***48143,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2131,NR,409 KING ST W,,,ON
***83601,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2131,NR,265 QUEEN ST W,,,ON
***15028,20120106,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,2131,NR,521 ST CLAIR AVE W,,,ON
***15029,20120106,9,STOP-HWY-PROHIBITED TIMES/DAYS,60,2131,NR,521 ST CLAIR AVE W,,,ON
***27383,20120106,2,PARK-LONGER THAN 3 HOURS,15,2131,S/S,WARWICK AVE,W/O,BATHURST ST,ON
***38224,20120106,9,STOP HWY PROHIBITED TIME/DAY,60,2132,NR,84 MERRICK ST,,,ON
***25041,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2132,AT,5 SHADY GOLFWAY,,,ON
***25042,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2132,AT,5 SHADY GOLFWAY,,,ON
***36116,20120106,347,PARK IN A FIRE ROUTE,250,2132,NR,3401 DUFFERIN ST,,,ON
***38225,20120106,9,STOP HWY PROHIBITED TIME/DAY,60,2133,NR,84 MERRICK ST,,,ON
***25043,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2133,AT,5 SHADY GOLFWAY,,,ON
***27384,20120106,2,PARK-LONGER THAN 3 HOURS,15,2133,S/S,WARWICK AVE,W/O,BATHURST ST,ON
***27385,20120106,2,PARK-LONGER THAN 3 HOURS,15,2133,S/S,WARWICK AVE,W/O,BATHURST ST,ON
***38317,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2134,,73 SCARLETTWOOD CRT,,,ON
***20962,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2134,NR,225 KING ST W,,,ON
***96489,20120106,5,PARK-HWY DRNG PROH TIMES/DAYS,40,2134,OPP,3795 LAKE SHORE BLVD W,,,ON
***27386,20120106,2,PARK-LONGER THAN 3 HOURS,15,2134,S/S,WARWICK AVE,W/O,BATHURST ST,ON
***27387,20120106,2,PARK-LONGER THAN 3 HOURS,15,2135,S/S,WARWICK AVE,W/O,BATHURST ST,ON
***36117,20120106,8,STAND VEH HWY PROHIB TIME/DAY,60,2135,NR,50 YORKDALE RD,,,ON
***27388,20120106,2,PARK-LONGER THAN 3 HOURS,15,2136,S/S,WARWICK AVE,W/O,BATHURST ST,ON
***36118,20120106,8,STAND VEH HWY PROHIB TIME/DAY,60,2136,NR,50 YORKDALE RD,,,ON
***36119,20120106,8,STAND VEH HWY PROHIB TIME/DAY,60,2137,NR,50 YORKDALE RD,,,ON
***05830,20120106,15,PARK 3M OF FIRE HYDRANT,100,2138,NR,6 LA PLANTE AVE,,,ON
***15720,20120106,9,STOP HWY PROHIBITED TIME/DAY,60,2138,NR,70 CHARLES ST W,,,ON
***38226,20120106,134,PARK IN PUBLIC LANE,30,2139,R/O,2863 DUNDAS ST W,,,ON
***36120,20120106,8,STAND VEH HWY PROHIB TIME/DAY,60,2139,NR,50 YORKDALE RD,,,ON
***14886,20120106,347,PARK IN A FIRE ROUTE,250,2140,AT,320 MCCOWAN RD,,,ON
***33945,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2142,,75 TANDRIDGE CR,,,ON
***38227,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2142,OPP,572 INDIAN GRV,,,ON
***45311,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2143,NR,437 QUEEN ST W,,,ON
***90238,20120106,2,PARK OVER 3 HOURS,15,2143,OPP,47 HEPSCOTT TER,,,ON
***15030,20120106,29,PARK PROHIBITED TIME NO PERMIT,30,2143,NR,39 DALTON RD,,,ON
***27642,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2143,AT,3 EVERSON DR,,,ON
***29658,20120106,192,STAND SIGNED TRANSIT STOP,60,2143,OPP,245 SYMINGTON AVE,,,ON
***33946,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2144,,75 TANDRIDGE CR,,,ON
***42816,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2144,OPP,259 WELLINGTON ST W,,,CA
***11188,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2144,NR,263 COXWELL AVE,,,ON
***13214,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2145,,52 MABELLE AVE,,,MI
***38228,20120106,8,STAND VEH-HWY-PROH TIME/DAYS,60,2145,OPP,2870 DUNDAS ST W,,,ON
***33947,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2146,,75 TANDRIDGE CR,,,ON
***50553,20120106,210,PARK FAIL TO DISPLAY RECEIPT,30,2146,NR,408 KING ST W,,,ON
***15031,20120106,29,PARK PROHIBITED TIME NO PERMIT,30,2146,NR,31 DALTON RD,,,ON
***97401,20120106,29,PARK PROHIBITED TIME NO PERMIT,30,2147,NR,55 TRANBY AVE,,,ON
***15032,20120106,29,PARK PROHIBITED TIME NO PERMIT,30,2147,NR,31 DALTON RD,,,ON
***42817,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2148,OPP,350 WELLINGTON ST W,,,ON
***27389,20120106,2,PARK-LONGER THAN 3 HOURS,15,2148,E/S,RUSHTON RD,N/O,MAPLEWOOD AVE,ON
***30227,20120106,347,PARK IN A FIRE ROUTE,250,2149,,ELPHICK LA,,,ON
***22315,20120106,9,STOP HWY PROHIBITED TIME/DAY,60,2149,NR,100 MAITLAND ST,,,ON
***38229,20120106,8,STAND VEH-HWY-PROH TIME/DAYS,60,2149,NR,2989 DUNDAS ST W,,,ON
***38230,20120106,8,STAND VEH-HWY-PROH TIME/DAYS,60,2149,NR,2989 DUNDAS ST W,,,ON
***83975,20120106,8,STAND VEH-HWY-PROH TIME/DAYS,60,2149,NR,341 EGLINTON AVE E,,,ON
***27643,20120106,2,PARK LONGER THAN 3 HOURS,15,2149,OPP,2 OAKBURN CRES,,,ON
***15033,20120106,25,PARK-SIGNED TAXICAB STAND,30,2150,NR,475 BLOOR ST W,,,ON
***27390,20120106,2,PARK-LONGER THAN 3 HOURS,15,2150,E/S,RUSHTON RD,N/O,MAPLEWOOD AVE,ON
***27644,20120106,2,PARK LONGER THAN 3 HOURS,15,2150,OPP,6 OAKBURN CRES,,,NF
***29659,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2150,OPP,125 GRENADIER RD,,,ON
***36698,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2150,NR,4 MARKET ST,,,ON
***22316,20120106,9,STOP HWY PROHIBITED TIME/DAY,60,2151,NR,120 MAITLAND ST,,,NS
***71206,20120106,2,PARK-LONGER THAN 3 HOURS,15,2152,NR,477 RUSHTON,,,ON
***42818,20120106,5,PARK-HWY DRNG PROH TIMES/DAYS,40,2152,OPP,116 SPADINA AVE,,,ON
***42819,20120106,337,PARK - ON BOULEVARD,50,2153,NR,119 SPADINA AVE,,,ON
***05439,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2153,NR,51 WINCHESTER ST,,,ON
***05440,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2153,NR,51 WINCHESTER ST,,,ON
***05441,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2153,NR,51 WINCHESTER ST,,,ON
***67721,20120106,8,STD VEH HWY PROHIB TIME/DAY,60,2154,NR,5 ELM ST,,,ON
***93811,20120106,312,PARKING MACH-NOT USED/NO FEE  ,30,2155,,1501 YONGE ST,,,ON
***96039,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2155,OPP,440 HILLSDALE AVE E,,,ON
***15034,20120106,25,PARK-SIGNED TAXICAB STAND,30,2155,NR,572 BLOOR ST W,,,ON
***45312,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2156,NR,225 QUEEN ST W,,,ON
***29660,20120106,16,PARK 9M OF INTERSCTING HIGHWAY,40,2156,NR,1 GALLEY AVE,,,ON
***33199,20120106,347,PARK IN A FIRE ROUTE,250,2157,,1800 SHEPPARD AVE E,,,ON
***05442,20120106,15,PARK 3M OF FIRE HYDRANT,100,2158,OPP,275 BLEECKER ST,,,ON
***29661,20120106,5,PARK HWY PROHIBED TIME/DAY,40,2158,NR,5 MARION ST,,,ON
***71208,20120106,2,PARK-LONGER THAN 3 HOURS,15,2200,NR,495 RUSHTON,,,ON
***22105,20120106,3,PARK/LEAVE ON PRIVATE PROPERTY,30,2200,,10 HUMBERLINE DR,,,ON
***20963,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2200,NR,220 KING ST W,,,ON
***50554,20120106,207,PARK FAIL TO DEP. FEE MACHINE,30,2200,NR,220 KING ST W,,,NF
***67722,20120106,8,STD VEH HWY PROHIB TIME/DAY,60,2200,OPP,164 ELIZABETH ST,,,AB
***30228,20120106,347,PARK IN A FIRE ROUTE,250,2201,,ELPHICK LA,,,ON
***71209,20120106,2,PARK-LONGER THAN 3 HOURS,15,2204,NR,503 RUSHTON,,,ON
***15035,20120106,29,PARK PROHIBITED TIME NO PERMIT,30,2204,NR,316 BRUNSWICK AVE,,,ON
